,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url,all,BirthCoords,BirthLat,BirthLon
132,764,"Blamey, Norman",Male,1914–2000,1914.0,2000.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/norman-blamey-764,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
133,770,"Blow, Sandra",Female,1925–2006,1925.0,2006.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sandra-blow-770,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
134,779,"Bone, Stephen",Male,1904–1958,1904.0,1958.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/stephen-bone-779,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
135,794,"Boyce, Sonia",Female,born 1962,1962.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sonia-boyce-794,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
136,49,"Boys, Thomas Shotter",Male,1803–1874,1803.0,1874.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-shotter-boys-49,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
137,809,"Brett, The Hon. Dorothy",Female,1883–1977,1883.0,1977.0,"London, United Kingdom","Taos, United States",http://www.tate.org.uk/art/artists/the-hon-dorothy-brett-809,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
138,2671,"Brill, Reginald",Male,1902–1974,1902.0,1974.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/reginald-brill-2671,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
139,2703,"Brown, Cecily",Female,born 1969,1969.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/cecily-brown-2703,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
140,2562,"Browne, Hablot Knight",Male,1815–1882,1815.0,1882.0,"London, United Kingdom","Hove, United Kingdom",http://www.tate.org.uk/art/artists/hablot-knight-browne-phiz-2562,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
141,830,"Buhler, Robert",Male,1916–1989,1916.0,1989.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-buhler-830,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
142,836,"Burn, Rodney J.",Male,1899–1984,1899.0,1984.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/rodney-j-burn-836,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
143,837,"Burra, Edward",Male,1905–1976,1905.0,1976.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/edward-burra-837,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
144,70,"Burton, William Shakespeare",Male,1824–1916,1824.0,1916.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/william-shakespeare-burton-70,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
145,78,"Callcott, Sir Augustus Wall",Male,1779–1844,1779.0,1844.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-augustus-wall-callcott-78,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
146,2396,"Callery, Simon",Male,born 1960,1960.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/simon-callery-2396,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
147,860,"Carline, Hilda",Female,1889–1950,1889.0,1950.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/hilda-carline-860,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
148,861,"Carline, Nancy",Female,1909–2004,1909.0,2004.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/nancy-carline-861,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
149,863,"Carline, Sydney",Male,1888–1929,1888.0,1929.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sydney-carline-863,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
150,84,"Carlisle, George Howard, Ninth Earl of",Male,1843–1911,1843.0,1911.0,"London, United Kingdom","Surrey, United Kingdom",http://www.tate.org.uk/art/artists/george-howard-ninth-earl-of-carlisle-84,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
151,873,"Caulfield, Patrick",Male,1936–2005,1936.0,2005.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/patrick-caulfield-873,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
152,16108,"Chanarin, Oliver",Male,born 1971,1971.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/oliver-chanarin-16108,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
153,4335,"Chapman, Dinos",Male,born 1962,1962.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/dinos-chapman-4335,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
154,2390,"Charlton, Evan",Male,1904–1984,1904.0,1984.0,"London, United Kingdom","Wales, United Kingdom",http://www.tate.org.uk/art/artists/evan-charlton-2390,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
155,892,"Charlton, George",Male,1899–1979,1899.0,1979.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/george-charlton-892,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
156,2222,"Chatelain, Jean Baptiste Claude",Male,c.1710–c.1758,1710.0,1758.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/jean-baptiste-claude-chatelain-2222,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
157,896,"Cheese, Chloe",Female,born 1952,1952.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/chloe-cheese-896,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
158,897,"Cheston, Charles",Male,1882–1960,1882.0,1960.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/charles-cheston-897,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
159,92,"Chinnery, George",Male,1774–1852,1774.0,1852.0,"London, United Kingdom",Macau,http://www.tate.org.uk/art/artists/george-chinnery-92,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
160,3151,"Chodzko, Adam",Male,born 1965,1965.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/adam-chodzko-3151,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
161,96,"Clausen, Sir George",Male,1852–1944,1852.0,1944.0,"London, United Kingdom","Newbury, United Kingdom",http://www.tate.org.uk/art/artists/sir-george-clausen-96,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
162,9805,"Claydon, Steven",Male,born 1969,1969.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/steven-claydon-9805,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
163,97,"Clint, Alfred",Male,1807–1883,1807.0,1883.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/alfred-clint-97,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
164,98,"Clint, George",Male,1770–1854,1770.0,1854.0,"London, United Kingdom",Kensington,http://www.tate.org.uk/art/artists/george-clint-98,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
165,921,"Clough, Prunella",Female,1919–1999,1919.0,1999.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/prunella-clough-921,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
166,924,"Cohen, Bernard",Male,born 1933,1933.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bernard-cohen-924,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
167,925,"Cohen, Harold",Male,born 1928,1928.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/harold-cohen-925,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
168,926,"Coker, Peter",Male,1926–2004,1926.0,2004.0,"London, United Kingdom","Colchester, United Kingdom",http://www.tate.org.uk/art/artists/peter-coker-926,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
169,2688,"Coldwell, Paul",Male,born 1952,1952.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/paul-coldwell-2688,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
170,2418,"Collet, John",Male,c.1725–1780,1725.0,1780.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-collet-2418,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
171,101,"Collier, The Hon. John",Male,1850–1934,1850.0,1934.0,"London, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/the-hon-john-collier-101,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
172,104,"Collins, Charles Allston",Male,1828–1873,1828.0,1873.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-allston-collins-104,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
173,2363,"Collins, Hannah",Female,born 1956,1956.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/hannah-collins-2363,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
174,105,"Collins, William",Male,1788–1847,1788.0,1847.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-collins-105,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
175,2270,"Colverson, Ian",Male,born 1940,1940.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/ian-colverson-2270,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
176,934,"Conder, Charles",Male,1868–1909,1868.0,1909.0,"London, United Kingdom","Virginia Water, United Kingdom",http://www.tate.org.uk/art/artists/charles-conder-934,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
177,110,"Cooke, Edward William",Male,1811–1880,1811.0,1880.0,"London, United Kingdom","Groombridge, United Kingdom",http://www.tate.org.uk/art/artists/edward-william-cooke-110,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
178,2603,"Cooke, Jean",Female,1927–2008,1927.0,2008.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/jean-cooke-jean-bratby-2603,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
179,111,"Cooper, Abraham",Male,1787–1868,1787.0,1868.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/abraham-cooper-111,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
180,2353,"Coplans, John",Male,1920–2003,1920.0,2003.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/john-coplans-2353,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
181,2488,"Corbould, Richard",Male,1757–1831,1757.0,1831.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-corbould-2488,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
182,944,"Corker, Douglas",Male,1939 – 2012,1939.0,2012.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/douglas-corker-944,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
183,115,"Cotes, Francis",Male,1726–1770,1726.0,1770.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/francis-cotes-115,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
184,119,"Cozens, John Robert",Male,1752–1797,1752.0,1797.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-robert-cozens-119,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
185,958,"Craxton, John",Male,1922–2009,1922.0,2009.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/john-craxton-958,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
186,959,"Cree, Janet",Female,1910–1992,1910.0,1992.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/janet-cree-959,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
187,2262,"Creffield, Dennis",Male,born 1931,1931.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/dennis-creffield-2262,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
188,2420,"Crowe, Eyre",Male,1824–1910,1824.0,1910.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/eyre-crowe-2420,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
189,127,"Cruikshank, George",Male,1792–1878,1792.0,1878.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-cruikshank-127,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
190,128,"Cumberland, George",Male,1754–1849,1754.0,1849.0,"London, United Kingdom","Bristol, United Kingdom",http://www.tate.org.uk/art/artists/george-cumberland-128,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
191,967,"Cundell, Nora L.M.",Female,1889–1948,1889.0,1948.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/nora-lm-cundell-967,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
192,129,"Dadd, Frank",Male,1851–1929,1851.0,1929.0,"London, United Kingdom","Teignmouth, United Kingdom",http://www.tate.org.uk/art/artists/frank-dadd-129,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
193,132,"Dalziel, Edward Gurden",Male,1849–1888,1849.0,1888.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/edward-gurden-dalziel-132,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
194,2423,"Dance, George",Male,1741–1825,1741.0,1825.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-dance-2423,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
195,136,"Dance-Holland, Sir Nathaniel",Male,1735–1811,1735.0,1811.0,"London, United Kingdom","Winchester, United Kingdom",http://www.tate.org.uk/art/artists/sir-nathaniel-dance-holland-136,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
196,975,"Daniels, Harvey",Male,born 1936,1936.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/harvey-daniels-975,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
197,139,"Davis, Henry William Banks",Male,1833–1914,1833.0,1914.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/henry-william-banks-davis-139,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
198,2285,"Davis, Lady",Female,1866–1941,1866.0,1941.0,"London, United Kingdom","Romsey, United Kingdom",http://www.tate.org.uk/art/artists/lady-davis-nee-mary-halford-2285,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
199,983,"Davison, Francis",Male,1919–1984,1919.0,1984.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/francis-davison-983,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
200,143,"Dayes, Edward",Male,1763–1804,1763.0,1804.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-dayes-143,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
201,2192,"De Glehn, Wilfred Gabriel",Male,1870–1951,1870.0,1951.0,"London, United Kingdom","Wiltshire, United Kingdom",http://www.tate.org.uk/art/artists/wilfred-gabriel-de-glehn-2192,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
202,2354,"De Monchaux, Cathy",Female,born 1960,1960.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/cathy-de-monchaux-2354,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
203,3034,"Deller, Jeremy",Male,born 1966,1966.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/jeremy-deller-3034,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
204,2598,"Denis, Dominic",Male,born 1963,1963.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/dominic-denis-2598,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
205,146,"Des Granges, David",Male,1611 or 13–?1675,1611.0,1675.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/david-des-granges-146,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
206,149,"Dicksee, Sir Frank",Male,1853–1928,1853.0,1928.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-frank-dicksee-149,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
207,1014,"Dobson, Frank",Male,1888–1963,1888.0,1963.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frank-dobson-1014,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
208,153,"Dobson, William",Male,1611–1646,1611.0,1646.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-dobson-153,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
209,154,"Donaldson, Andrew Brown",Male,1840–1919,1840.0,1919.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/andrew-brown-donaldson-154,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
210,2424,"Doyle, Richard",Male,1824–1883,1824.0,1883.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-doyle-2424,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
211,1029,"Draper, Herbert",Male,1863–1920,1863.0,1920.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/herbert-draper-1029,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
212,161,"Dressler, Conrad",Male,1856–1940,1856.0,1940.0,"London, United Kingdom","Loire, France",http://www.tate.org.uk/art/artists/conrad-dressler-161,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
213,163,"Drury, Alfred",Male,1856–1944,1856.0,1944.0,"London, United Kingdom","Wimbledon, United Kingdom",http://www.tate.org.uk/art/artists/alfred-drury-163,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
214,1034,"Dubsky, Mario",Male,1939–1985,1939.0,1985.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/mario-dubsky-1034,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
215,1042,"Dunlop, Ronald Ossory",Male,1894–1973,1894.0,1973.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/ronald-ossory-dunlop-1042,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
216,167,"Edridge, Henry",Male,1769–1821,1769.0,1821.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-edridge-167,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
217,169,"Egg, Augustus Leopold",Male,1816–1863,1816.0,1863.0,"London, United Kingdom","Alger, Al-Jaza'ir",http://www.tate.org.uk/art/artists/augustus-leopold-egg-169,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
218,170,"Egley, William Maw",Male,1826–1916,1826.0,1916.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/william-maw-egley-170,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
219,1056,"Emanuel, Frank L.",Male,1865–1948,1865.0,1948.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frank-l-emanuel-1056,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
220,1057,"Emett, Rowland",Male,1906–1990,1906.0,1990.0,"London, United Kingdom","Sussex, United Kingdom",http://www.tate.org.uk/art/artists/rowland-emett-1057,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
221,2590,"Emin, Tracey",Female,born 1963,1963.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/tracey-emin-2590,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
222,1074,"Eves, Reginald G",Male,1876–1941,1876.0,1941.0,"London, United Kingdom","Middleton in Teesdale, United Kingdom",http://www.tate.org.uk/art/artists/reginald-g-eves-1074,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
223,175,"Fagan, Robert",Male,c.1745–1816,1745.0,1816.0,"London, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/robert-fagan-175,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
224,1085,"Fehr, Henry C",Male,1867–1940,1867.0,1940.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-c-fehr-1085,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
